video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
3SWuj9YdV0Q,Nellimalayum Kadannu Madhura Vare | Malayalam Short Film | Swathy Manu,"From the makers of ""Jeevana"", here comes a romantic short film ""Nellimalayum Kadannu Madhura Vare"" starring Unni Lalu, Aparna Janardhanan, Haritha Haridas, Nived Krishna in the lead roles. Direction, music and lyrics is by Swathy Manu. In the world of love, let's travel an unforgettable journey to conquer every heart, beyond Nellimala till Madhurai!

Paathirayil lyric video - https://www.youtube.com/watch?v=1I_iEN98Kio&list=PLvoeH2twomIygKDkMVqAVxWMF2QiIaWAw

From the Makers of Jeevana
Vadakamuri and Waymore films present 
""Nellimalayum Kadannu Madhura Vare"" 
Producer : Abin Stephen and Manukuttan
A film by Swathy Manu & Friends 
DOP : Vishnu Prasad
Music & Lyrics :  Swathy Manu
Editor : Sachin Sahadev
Starring : Unni Lalu, Aparna Janardhanan, Haritha Haridas, Nived Krishna
Co-Producer : Akhil
Makeup : Chakki Rohin
Casting Director : Athul Domain 
Final Mix : Vineeth Esthaphan
Art Director : Vishnu Vijayan
Song Mix & Master : Harishankar V
Production Controller : Sreeram P Nair
Costumes : Omikha by Pinu Lakshmi
Creative Director : Akshay Sathyan
Spot Editor : Niranjan Neelanjari
Choreography : Roshni Kurup
Assistant Directors : Priya Babu, Pranav Swaraganga
Vocals : Hesham Abdul Wahab, Shwetha Sudha Somasundaran, Minshad Zara, Prathiush P, Tany Manu, Biya Jayan, Chithu Anna Mathew
Coordinators : Sinesh, Abhilash Valeri, Sreejith
Associate Musician : Amal Navaneetham
Associate Cinematographer : Ajith Vishnu
Chief Associate & Stills : Abin BL
Title : Bijoy Kottakal
VFX : Vyshnav Vijay
Poster Design : SKD
Copyright & Publishing :  Muzik247



🔔 Get alerts when we release any new video. TURN ON THE BELL ICON on the channel! 🔔

SUBSCRIBE for more such Videos: http://bit.ly/2sw1fP6

© 2024 Muzik247 

* ANTI-PIRACY WARNING *
This content is Copyrighted to Muzik247. Any unauthorized reproduction, redistribution or re-upload is strictly prohibited of this material. Legal action will be taken against those who violate the copyright of the following material presented!

Unni Lalu, Aparna Janardhanan, Haritha Haridas, Nived Krishna, Malayalam short films, Nellimalayum Kadannu Madhura Vare short film, Latest Short Films Malayalam 2024, New Malayalam Short Film, Jeevana

#unnilalu  #nivedkrishna_k #jeevana #heshamabdulwahab #SwathyManu",2024-09-19T13:26:16Z,UChRi1dpwnsZcIo1LSwzY0Iw,Muzik247,24,"['Unni Lalu', 'Aparna Janardhanan', 'Haritha Haridas', 'Nived Krishna', 'Malayalam short films', 'Nellimalayum Kadannu Madhura Vare short film', 'Latest Short Films Malayalam 2024', 'New Malayalam Short Film', 'Jeevana']",PT21M3S,hd,false,128604,6014,0,0,182
M7PagtECr6w,Veera | Ep - 155 | Preview | Sep 20 2024 | Zee Tamil,"Watch Veera Vaibhogam Full Episodes: https://bit.ly/4edeaHv

Watch Full Episode on Zee5 click here ►https://zee5.onelink.me/RlQq/jq0udwtq
Click Here to Subscribe Channel : https://bit.ly/SubscribeFreeZeeTamil
Get notified about our Latest update by Clicking the Bell Icon 🔔

Veera and Kanmani lose their brother in a road accident caused by Maaran. What happens when a series of unfortunate events lead Veera to marry Maaran| and Kanmani decides to seek revenge?

To Free Download ZEE5 Mobile app click the link below
https://zee5.onelink.me/RlQq/be0f8316

Connect with Zee5 on Social Media
Facebook : http://bit.ly/Zee5FB
Instagram : http://bit.ly/Zee5HindiInsta
Twitter : http://bit.ly/Zee5twitter",2024-09-20T05:00:13Z,UC_wIGmvdyAQLtl-U2nHV9rg,Zee Tamil,24,"['Veera', 'Veera Zee Tamil', 'Vaishnavi', 'Arun', 'Subiksha', 'Zee Tamil', 'zeetamil', 'ஜீ தமிழ்', 'zee தமிழ்', 'Tamil channel', 'tamil GEC TV channel', 'tamil tv serial', 'tamil serial', 'zee tamil show', 'entertainment', 'daily soaps', 'family', 'drama', 'comedy', 'horror', 'thriller', 'romance', 'romantic', 'tamil', 'free', 'download', 'mobile', 'story', 'episode', 'latest', 'scene', 'full episode', 'best scene', 'webisode', 'precap', 'preview', 'promo', 'complete series']",PT2M8S,hd,false,518360,9292,0,0,31
pUUfB6BhCLo,Chinna Marumagal | 19th & 20th September 2024 - Promo,"சின்ன மருமகள், பன்னிரண்டாம் வகுப்பு.. திங்கள் - வெள்ளி இரவு 9.30 மணிக்கு நம்ம விஜய் டிவில..   #ChinnaMarumagal #VijayTelevision #VijayTV #  #StarVijayTV #StarVijay #TamilTV",2024-09-19T05:56:33Z,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,24,"['Chinna Marumagal', 'New Fiction', 'New Serial', 'Fiction', 'தமிழ்', 'விஜய்', 'டிவி', 'தொலைக்காட்சி', 'Vijay', 'Star', 'Vijay TV', 'Star Vijay', 'Star Vijay TV', 'தொலைகாட்சி', 'Tamil TV', 'Tamil Shows']",PT40S,hd,false,1674488,28058,0,0,205
vThu8Webm18,Veetuku Veedu Vaasapadi | 19th & 20th September 2024 - Promo,வீட்டுக்கு வீடு வாசப்படி - திங்கள் - வெள்ளி மாலை 6.30 மணிக்கு நம்ம விஜய் டிவில.. #VeetukuVeeduVaasapadi #VijayTV #VijayTelevision #StarVijayTV #StarVijay #TamilTV,2024-09-19T05:51:04Z,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,24,"['Star', 'Star Vijay TV', 'Vijay TV', 'Vijay', 'தமிழ்', 'விஜய்', 'டிவி', 'தொலைக்காட்சி', 'Tamil TV', 'Tamil Shows', 'Veetuku Veedu Vaasapadi', 'Promo']",PT40S,hd,false,1102513,20366,0,0,72
b56J_Jp1KNk,Aaha Kalyanam | 19th & 20th September 2024 - Promo,ஆஹா கல்யாணம் - திங்கள் முதல் வெள்ளி வரை இரவு 7:30 மணிக்கு நம்ம விஜய் டிவி ல.. Click here to watch the full Episodes - https://www.hotstar.com/in/tv/aaha-kalyanam/1260135554 #AahaKalyanam #VijayTelevision,2024-09-19T09:19:41Z,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,24,"['Aaha Kalyanam', 'New Fiction', 'New Serial', 'Fiction', 'தமிழ்', 'விஜய்', 'டிவி', 'தொலைக்காட்சி', 'Vijay', 'Star', 'Vijay TV', 'Star Vijay', 'Star Vijay TV', 'தொலைகாட்சி', 'Tamil TV', 'Tamil Shows']",PT40S,hd,false,1438637,26634,0,0,138
M7hivpQbvs0,Laddu Gaani Pelli Song Promo | Mad Square | Kalyan Shankar |Bheems Ceciroleo |Kasarla Shyam  |Mangli,"Get ready for an energetic, full-josh dance experience with the #LadduGaaniPelli song promo from #MadSquare movie! With electrifying music by Bheems Ceciroleo, energetic vocals by Mangli and Bheems Ceciroleo, this track will have you moving to the beats! 

Stay updated with the latest videos, Subscribe on the link - http://bit.ly/adityamusic
Click here to share on Facebook- https://bit.ly/3v3iHeg   

Song Name- Laddu Gaani Pelli
Lyrics - Kasarla Shyam 
Singers - Bheems Ceciroleo, Mangli
Song Composed And Arranged by Bheems Ceciroleo 

Rhythms - Kalyan Chakravarthy
Additional Rhythms - Pawan Kumar 
Keyboards - Sai Kumar and Sharath Ramravi
Additional Keyboards- Stanley Sajeev
Live Rhythms- Chiranjeevi, Anil Robin 
Flute - Yugandar Gattu
Live Guitars- Joel Shastry 
Nadaswaram - Mallikarjun 
Chorus - Naresh Mamidla, Saicharan, Akhil Chandra, Brinda, Jaisree, Honey
Music Production Manager- Malya Kandukuri 
Vocals Recorded at Annapurna Studios 
Chief Session Recorded Engineer Mastan Vali 
Sound Engineer Shalem Kumar
Song Pre-Mixed by Mastan Vali
Song Mixed and Mastered by SV Ranjith

Starring: Narne Nithin, Sangeeth Shobhan, Ram Nithin

Movie Name : Mad Square 
Written And Directed By : Kalyan Shankar
Presenter: S. Naga Vamsi
Producers: Haarika Suryadevara & Sai Soujanya
Music : Bheems Ceciroleo
Editor : Navin Nooli
DOP : Shamdat (ISC)
Production Designer: Sri Nagendra Tangala
Additional Screenplay :  Pranay Rao Takkallapalli
Art Director : Penumarty Prasad M.F.A
Fight Master : Karunakar
Costume Designer : Chinmayee Kakileti & Harsha
Co-Director : Murali
Associate & second Unit Director : Karthik Chowdary Gottipati
Direction Team : Vineel Ravella,Shanmukh Puppala,S. Yuvan Phaneendra,Fayaz khan,Pragada Pavan Kumar
Audio On Aditya Music

#LadduGaaniPellisong #MadSquaremovie #MadSquaresong #Madmovie #BheemsCeciroleo #Mangli #TeluguSongs #LatestTeluguSongs #Telugusongs2024 #Newtelugusongs #Adityamusic 
------------------------------------------------------------------------------------------
Enjoy and stay connected with us!!
►Subscribe us on Youtube: http://bit.ly/adityamusic
►Like us on Facebook: http://www.facebook.com/adityamusic
►Follow us on Twitter: http://www.twitter.com/adityamusic
►Follow us on Instagram: https://www.instagram.com/adityamusicindia
►Follow us on LinkedIn: http://bit.ly/2Pp6ze3

SUBSCRIBE Aditya Music Channels for unlimited entertainment:
►For South Indian Dubbed Movies in HD: http://www.youtube.com/Adityamovies
►For Songs with Telugu Lyrics: https://bit.ly/3cpQuFH
►For Devotional Songs: http://www.youtube.com/AdityaDevotional

→""మా పాట మీ నోట"" Telugu Lyrical Songs https://www.youtube.com/@maapaatameenotaoffl
→Fresh Arrivals - https://bit.ly/4cPYetG
→Telugu Full Video Songs - https://bit.ly/4cQIRB6
→Party Mix Telugu Songs - https://bit.ly/3X9kx82

© 2024 Aditya Music India Pvt. Ltd.",2024-09-19T08:05:07Z,UCNApqoVYJbYSrni4YsbXzyQ,Aditya Music,10,"['Laddu Gaani Pelli', 'Laddu Gaani Pelli Song', 'Laddu Gaani Pelli Telugu Song', 'Laddu Gaani Pelli Lyrical Song', 'Mad Movie', 'Mad Songs', 'Mad Square', 'Mad Square Movie', 'Mad Square songs', 'Mad Square Movie Songs', 'Narne Nithin', 'Narne Nithin Songs', 'Sangeeth Shobhan', 'Sangeeth Shobhan Songs', 'Ram Nithin', 'Bheems Ceciroleo', 'Bheems Ceciroleo Songs', 'Mangli songs', 'Mangli', 'Telugu Songs', 'Latest Telugu Songs', 'Telugu Latest Songs', 'New Telugu Songs', 'Telugu Songs 2024', 'Telugu Party Songs']",PT27S,hd,false,585552,29899,0,0,160
Bf3OqLPZ4Ko,Kaffara Episode 55 - [Eng Sub] - Ali Ansari - Laiba Khan - Zoya Nasir - 19th September 2024,"Thanks for watching Har Pal Geo. Please click here https://bit.ly/3rCBCYN to Subscribe and hit the bell icon to enjoy Top Pakistani Dramas and satisfy all your entertainment needs. Do you know Har Pal Geo is now available in the US? Share the News. Spread the word.

Kaffara Episode 55 - [Eng Sub] - Ali Ansari - Laiba Khan - Zoya Nasir - 19th September 2024 - HAR PAL GEO

Sitara, a lively orphan living with her brother, aunt, and uncle, finds joy in life's small things despite her aunt's poor treatment. Her aunt keeps her around because she has a share in the family's property.
Salar, the son of a wealthy businessman, is passionate about photography, which often earns him criticism from his family. With a pure heart, Salar is known for evading his responsibilities.
At her cousin's wedding, Sitara wrongly assumes Salar is the photographer. Salar develops a soft spot for Sitara after seeing how poorly she is treated. However, due to a conspiracy, objections arise about their closeness. Salar, once again, avoids the issue, leaving Sitara to face doubts from her own family.
Can Sitara prove she’s not guilty? Will Salar help her avoid further mistreatment? Will her family support Sitara? Can Salar show he genuinely cares? Will there be more plots against Sitara?

7th Sky Entertainment Presentation 
Producers: Abdullah Kadwani & Asad Qureshi 
Director: Muhammad Iftikhar Iffi
Writer: Shafia Khan

Cast :
Ali Ansari as Salar
Laiba Khan as Sitara
Zoya Nasir as Nimi 
Aliya Ali as Saba
Yasir Shoro as Salman
Junaid Akhtar as Ehtisham
Fawad Jalal as Junaid
Raeed Muhammad Alam as Qasim
Zohreh Amir as Zoya
Sadaf Aashan as Shahida
Rashid Farooqui as Shaukat
Bakhtawar Khan as Sahiba
Annie Zaidi as Mehreen
Usman Peerzada as Tahir
Reham Rafiq as Kiran
Nazlee Nasr as Najma
Mohsin Gillani as Mirza Sahab
Shaheen Khan as Suraiya
Sami Khan as Zohaib
Sajida Syed as Zaira
Fareeha Jabeen as Khala Bi
Shabana Shaikh as Zehra

#kaffara 
#laibakhan 
#aliansari",2024-09-19T16:00:10Z,UCe9JSDmyqNgA_l2BzGHq1Ug,HAR PAL GEO,24,"['latest pakistani drama', 'top pakistani dramas', 'best pakistani dramas', 'drama 2024', 'pakistani drama', 'har pal geo', 'pakistani dramas 2024', 'pakistani drama ost', 'best pakistani ost', 'ost drama 2024', 'पाकिस्तानी सीरियल', 'पाकिस्तानी ड्रामा', 'Ali Ansari', 'Laiba Khan', 'Zoya Nasir', 'Ali Ansari New Drama', 'Kaffara New Drama', 'pakistani drama kaffara', 'kaffara ost', 'kaffara episode 55', 'kaffara drama 55', 'kaffara ep 55', '#kaffara', '#kaffara55', '19th September 2024', 'ED-SA-UL-SA-CC-SA-TH-SA', 'Kaffara Ost']",PT33M48S,hd,true,7711201,165183,0,0,3073
XiE9-uyaqDo,#UITheMovie - Making Video | Upendra | B Ajaneesh Loknath | Lahari Films | Venus Enterrtainers,"#uithemovie - Making Video

""UI"" is an Upcoming Pan-Indian film Directed and Acted by the acclaimed hitmaker Real Star #Upendra & Produced by G. Manoharan & KP Sreekanth under the banner ‘Lahari Films LLP’ & “Venus Enterrtainers”

#UITheMovie #UITheMovieMakingVideo

#nimmaupendra #uppidirects #laharifilm #venusenterrtainers

Banner: Lahari Films & Venus Enterrtainers
Produced by: G Manoharan - Sreekanth KP
Co - Produced by: Naveen Manoharan
Executive Producer(S): G Thulasiram (Lahari Velu), G Ramesh, G Anand, Chandru Manoharan & Nagendra

DOP: H.C. Venu 
Music: B Ajaneesh Loknath 
Editor: Vijay Raj BG 
Art Director: Shivakumar.J 
Stunt: Thriller Manju, Ravi Varma, Chethan D'souza
Choreography: Chinni Prakash, Imran Sardariya 
Co-Director: M N Krishna Lekhana 
Associate Director: Vivek Datta, Prashanth A.P
VFX Supervisor: Nirmal Kumar (Radiance Fx) 
Colorist: Ashik Kusugolli 
Sound Design: VG Rajen 
Dolby Atmos Engineer: L. Satish Kumar 
Direction Team: Vedika, Manoj Das, Kishore Krishnamurthy, Sai Charan C Rai, Pardha Saradhi M, Abhijna R.N 
Production In-charge: Satish Kumar Billadi 
Production Manager: Kiran, Anil 
Costume Designers: Bharath Sagar, Varshini Janakiram 
Company Costume: Narayan 
Art Associates: Kiran Ajay Kumar, Manu Prasad, Sunil Nandagudi 
Publicity & Marketing: Puneeth Kumar, Walls & Trends
Finance Team: D.M. Madesh (Lahari Mahadev), Ranjini, Shaila N Rao
Publicity Designs: Kaani Studio
-----------------------------
Subscribe to our YouTube Channel : https://bit.ly/LahariFilms
Lahari Films Website Link: https://www.laharifilms.com
Follow us on Instagram: https://www.instagram.com/laharifilms/
Like us on Facebook: https://www.facebook.com/LahariFilms
Follow Us on Twitter: https://twitter.com/LahariFilm
Join us on Telegram : https://t.me/s/LahariFilmsLLP
Follow Us on Whatsapp : https://bit.ly/LahariFilmsLLP",2024-09-18T11:32:23Z,UCcXu_m_ttJlyupIOq7beK4g,Lahari Films,24,"['Lahari Films', 'Lahari Music', 'Lahari Production', 'UI', 'UITheMovie', 'ui the movie', 'upendra new movie', 'upendra', 'ui making video', 'upendra ui teaser', 'upendra ui trailer', 'upendra ui movie trailer', 'upendra ui poster', 'ui movie trailer', 'ui movie teaser', 'ui kannada movie', 'reshma nanaiya', 'upendra movie', 'upendra new movie trailer', 'ui kannada movie trailer', 'ui upendra movie telugu', 'ui new movie trailer', 'upendra ui movie telugu', 'ui movie kannada', 'ui movie making video']",PT47S,hd,false,244545,17186,0,0,354
KNKzmNReh50,Finally Vlogger Of The Year 😍 Award mil gaya,"Folllow  me on Instagram- https://www.instagram.com/souravjoshivlogs/?hl=en
 
I hope you enjoyed this video

hit likes.
And do subscribe to my channel

Thank you so much for watching

god bless you all.
lots of  ❤️

( For Collaboration - officialsouravjoshivlogs@gmail.com",2024-09-20T02:30:16Z,UCjvgGbPPn-FgYeguc5nxG4A,Sourav Joshi Vlogs,22,"['sourav joshi', 'sourav joshi vlogs', 'family vlogs', 'daily vlogs', 'piyush joshi', 'piyush joshi vlogs', 'sourav joshi arts', 'vlogs', 'family vlog', 'KUNALI', 'KUNALI JOSHI', 'KUNALI JOSHI VLOGS', 'kunali', 'kunali vlogs', 'kunali vlog', 'kunali k toys', 'kunali ka dant tut gya', 'ipl', 'ipl match', 'ipl match vlog', 'new gaming pc', 'new gaming pc vlog', 'gaming pc', 'kunali ka gaming pc', 'gaming pc for kunali', 'Secret Room', 'WE BUILD A HIDDEN SECRET ROOM IN OUR HOUSE', 'SECRET ROOM IN OUR HOUSE']",PT12M20S,hd,false,2463465,191430,0,0,5165
nSSIBPznVc8,Chhote Pehelwaano Ko Mila Ek Bada Surprise | @asianpaints  NeoBharat Pragati Ke Rang,"मैं खुद एक पहलवान हूँ और हरियाणा की पहलवानी कम्युनिटी पर मुझे बहुत गर्व है। ये लोग कड़ी मेहनत करते हैं और हमेशा देश के लिए मेडल जीतने और देश को गर्वित करने की कोशिश करते हैं। आज, @asianpaints  नियोभारत के साथ मिलकर, मैं बजरंग अखाड़े को ट्रांसफॉर्म करने के मिशन पर हूँ, ताकि जब यहां बच्चे आएं, तो उन्हें प्रेरणा मिले और वे देश को और भी गर्वित कर सकें।
 

#PragatiKeRang #AsianPaintsNeoBharat #AsianPaints 
#AnkitBaiyanpuria",2024-09-19T06:34:28Z,UCSvoZtSPcju-jTBwxwh_29A,Ankit Baiyanpuria,17,"['Ankit Baiyanpuria', 'Ankit Baiyanpuria fitness videos', 'Ankit Baiyanpuria funny videos', 'weight gainer videos for beginners', 'weight loss videos for beginners', 'Fitness workout at home', 'fitness workout videos', 'abs videos for beginners', 'abs cutting videos', 'home workout in hindi', 'fitness videos']",PT7M16S,hd,false,103326,15605,0,0,705
K3H7JkthgtY,Uppum Mulakum 3 | Flowers | EP # 73,"'Uppum Mulakum' returns with its third season, continuing as one of Malayalam TV's longest-running sitcoms. This beloved show blends humor and emotion, depicting the trials and tribulations of a middle-class family. Balachandran and his family are back in action. Let's see what's next!!

#uppummulakum #uppummulakum2 #uppummulakum3 ആസ്വദിക്കാം ഇടവേളകളില്ലാത്ത കാഴ്ച്ചവസന്തം ഫ്‌ളവേഴ്‌സ് ലൈവായി | Flowers LIVE TV  
സബ്സ്ക്രൈബ് ചെയ്യൂ.. ഒപ്പം ചേരൂ...
Join this channel to get access to perks:
https://www.youtube.com/channel/UCmAPdImtXLGh5E-lTTH4Qmg/join 

Our Channel List 

Flowers Comedy -http://j.mp/flowerscomedy
Flowers On Air -http://j.mp/flowersonair

Our Social Media 

Facebook- https://www.facebook.com/flowersonair 
Twitter https://www.twitter.com/flowersonair
Instagram -https://www.instagram.com/flowersonair",2024-09-19T14:02:35Z,UCmAPdImtXLGh5E-lTTH4Qmg,Flowers Comedy,24,"['flowers tv', 'flower tv comedy', 'flower tv malayalam', 'malayalam comedy', 'malayalam comedy movies', 'Comedy Utsavam', 'mimicry', 'comedy', 'mimic', 'stage', 'kerala', 'talent', 'malayalam', 'entertainment', 'malayalam cinema', 'UppumMulakum2', 'Chakkappazham2']",PT21M57S,hd,false,686955,22161,0,0,982
74eBtzIAqPI,Kaffara Episode 54 - [Eng Sub] - Ali Ansari - Laiba Khan - Zoya Nasir - 18th September 2024,"Thanks for watching Har Pal Geo. Please click here https://bit.ly/3rCBCYN to Subscribe and hit the bell icon to enjoy Top Pakistani Dramas and satisfy all your entertainment needs. Do you know Har Pal Geo is now available in the US? Share the News. Spread the word.

Kaffara Episode 54 - [Eng Sub] - Ali Ansari - Laiba Khan - Zoya Nasir - 18th September 2024 - HAR PAL GEO

Sitara, a lively orphan living with her brother, aunt, and uncle, finds joy in life's small things despite her aunt's poor treatment. Her aunt keeps her around because she has a share in the family's property.
Salar, the son of a wealthy businessman, is passionate about photography, which often earns him criticism from his family. With a pure heart, Salar is known for evading his responsibilities.
At her cousin's wedding, Sitara wrongly assumes Salar is the photographer. Salar develops a soft spot for Sitara after seeing how poorly she is treated. However, due to a conspiracy, objections arise about their closeness. Salar, once again, avoids the issue, leaving Sitara to face doubts from her own family.
Can Sitara prove she’s not guilty? Will Salar help her avoid further mistreatment? Will her family support Sitara? Can Salar show he genuinely cares? Will there be more plots against Sitara?

7th Sky Entertainment Presentation 
Producers: Abdullah Kadwani & Asad Qureshi 
Director: Muhammad Iftikhar Iffi
Writer: Shafia Khan

Cast :
Ali Ansari as Salar
Laiba Khan as Sitara
Zoya Nasir as Nimi 
Aliya Ali as Saba
Yasir Shoro as Salman
Junaid Akhtar as Ehtisham
Fawad Jalal as Junaid
Raeed Muhammad Alam as Qasim
Zohreh Amir as Zoya
Sadaf Aashan as Shahida
Rashid Farooqui as Shaukat
Bakhtawar Khan as Sahiba
Annie Zaidi as Mehreen
Usman Peerzada as Tahir
Reham Rafiq as Kiran
Nazlee Nasr as Najma
Mohsin Gillani as Mirza Sahab
Shaheen Khan as Suraiya
Sami Khan as Zohaib
Sajida Syed as Zaira
Fareeha Jabeen as Khala Bi
Shabana Shaikh as Zehra

#kaffara 
#laibakhan 
#aliansari",2024-09-18T17:00:07Z,UCe9JSDmyqNgA_l2BzGHq1Ug,HAR PAL GEO,24,"['latest pakistani drama', 'top pakistani dramas', 'best pakistani dramas', 'drama 2024', 'pakistani drama', 'har pal geo', 'pakistani dramas 2024', 'pakistani drama ost', 'best pakistani ost', 'ost drama 2024', 'पाकिस्तानी सीरियल', 'पाकिस्तानी ड्रामा', 'Ali Ansari', 'Laiba Khan', 'Zoya Nasir', 'Ali Ansari New Drama', 'Kaffara New Drama', 'pakistani drama kaffara', 'kaffara ost', 'kaffara episode 54', 'kaffara drama 54', 'kaffara ep 54', '#kaffara', '#kaffara54', '18th September 2024', 'ED-SA-UL-SA-CC-SA-TH-SA', 'Kaffara Ost']",PT35M36S,hd,true,10039172,192829,0,0,3651
815NfQJhdaE,Shopping With Sivaangi ❤️| Binni Krishnakumar,"Shopping With Sivaangi ❤️| Binni Krishnakumar

#binnikrishnakumar #sivaangi #sivaangikrishnakumar #vlog #shoppingvlog #trending 

Click here to Watch my Own Composition with my Students: 
https://youtu.be/BaigBrfnVCw

Click here to Watch My Vlogs :
My Favourite Pattu Saree Collections: https://youtu.be/yf5hCS_W5KM
My Family Get-Together Moment : https://youtu.be/9z22VGEASwg
Dancing after 27 Years : https://youtu.be/q5eDrq_jPEE
Exciting Moments for 100K Subscribers:https://youtu.be/70JdLMIzxsU

Click here to Watch My Music Videos :
Devadi Deva - Live rendition :https://youtu.be/CZu3rcd_55o
Vinayakam- Live rendition : https://youtu.be/nUPgzU24e60
Olan Special Recipe : https://youtu.be/0F_O6zNaXe8
Onam Spl - Live rendition : https://youtu.be/HnewXDIpLYY
Aya Kalaikkellam : https://youtu.be/BdABmsUfBw0
Ekamresa nayike : https://youtu.be/tgoLFT5vwuA
Jayathi Siva : https://youtu.be/UA4-M2q7BIg
Sudhamayi : https://youtu.be/JsDGov6FFQs

You can also follow me on: 
FACEBOOK: https://www.facebook.com/binnioffl
INSTAGRAM: https://www.instagram.com/binni.krishnakumar",2024-09-19T12:30:07Z,UCrPCLjgA_Z2mIBlgbjNV0Lg,BINNI KRISHNAKUMAR,10,"['binni krishnakumar', 'binni krishnakumar videos', 'sivaangi krishnakumar', 'binni krishnakumar vlogs', 'binni krishnakumar youtube channel', 'vlog with sivaangi', 'sivaangi krishnakumar vlog', 'super singer junior', 'classical music', 'binni krishnakumar songs', 'carnatic songs', 'binni krishnakumar accessories', 'binni krishnakumar fun activities', 'binni krishnakmar singing live videos', 'binni song', 'vlog', 'travel vlog in tamil', 'sivaangi vlog', 'sivaangi videos', 'family vlog', 'Vlogs', 'trending video']",PT18M58S,hd,false,131600,2822,0,0,90
-FmgikqBqkY,3 Tractors Pulling New Holland 3630 Stuck in Mud Swaraj 855 Fe John Deere Mahindra Arjun NOVO 605,"LIKE || SHARE || SUBSCRIBE
========================
#tractorvideos #farmingvideos #JCBvideos
======================================================
Follow us on - YouTube / Pramod's Life
Instagram :- pramods_life_
You Can Email us for any Enquiry or Sponsorship
pramodslifeofficial@gmail.com",2024-09-20T02:30:00Z,UC1V1PQT_ZVRjzuzioG05rrQ,Pramod`s Life,2,"['Tractor stunt', 'tractor stuck', 'swaraj', 'John Deere', 'tractor', 'john deere tractor', 'new holland tractor', 'kubota tractor', 'tractor price', 'mini tractor', 'tractor tractor', 'tractor race', 'tractor ki video', 'tractor stunt', 'eicher tractor', 'mahindra mini tractor', 'tractor video', 'tractor farming', 'tractors stuck in mud', 'tractor toy', 'mini jcb 3dx', 'small tractor', 'kids video', 'tractor stunt video', 'cultivator', 'tractor test video', 'toy video']",PT15M16S,hd,false,121346,837,0,0,17
fcoCblifiBY,Anna | Ep - 471 | Preview | Sep 20 2024 | Zee Tamil,"Watch Full Ep of Anna - https://bit.ly/4gdwIsT

Watch Full Episode on Zee5 click here ►https://zee5.onelink.me/RlQq/3mafo93e
Click Here to Subscribe Channel : https://bit.ly/SubscribeFreeZeeTamil
Get notified about our Latest update by Clicking the Bell Icon 🔔

Shanmugam| a loving but over-protective brother raises his four younger sisters and believes that marriage should be their final goal| little realising that the girls have their aspirations as well.

To Free Download ZEE5 Mobile app click the link below
https://zee5.onelink.me/RlQq/be0f8316

Connect with Zee5 on Social Media
Facebook : http://bit.ly/Zee5FB
Instagram : http://bit.ly/Zee5HindiInsta
Twitter : http://bit.ly/Zee5twitter",2024-09-20T03:55:00Z,UC_wIGmvdyAQLtl-U2nHV9rg,Zee Tamil,24,"['Anna', 'Senthil', 'Nithya Ram', 'Zee Tamil', 'zeetamil', 'ஜீ தமிழ்', 'zee தமிழ்', 'Tamil channel', 'tamil GEC TV channel', 'tamil tv serial', 'tamil serial', 'zee tamil show', 'entertainment', 'daily soaps', 'family', 'drama', 'comedy', 'horror', 'thriller', 'romance', 'romantic', 'tamil', 'free', 'download', 'mobile', 'story', 'episode', 'latest', 'scene', 'full episode', 'best scene', 'webisode', 'precap', 'preview', 'promo', 'complete series', 'video', 'youtube', 'tv', 'popular shows', 'zee5']",PT1M59S,hd,false,479181,10044,0,0,139
